ID,Old ID1,Old ID,Country,Province,District
IN4700,4617,4617,Tamil Nadu,Tiruvannamalai,Tiruvannamalai
IN4701,4613,4613,Tamil Nadu,Tiruvannamalai,Vandavasi
IN4702,4609,4609,Tamil Nadu,Vellore,Ambur
IN4703,4605,4605,Tamil Nadu,Vellore,Arakonam
IN4704,4606,4606,Tamil Nadu,Vellore,Arcot
IN4705,4602,4602,Tamil Nadu,Vellore,Gudiyatham
IN4706,4603,4603,Tamil Nadu,Vellore,Katpadi
IN4707,4610,4610,Tamil Nadu,Vellore,Tirupathur
IN4708,4608,4608,Tamil Nadu,Vellore,Vaniyambadi
IN4709,4607,4607,Tamil Nadu,Vellore,Vellore
IN4710,4604,4604,Tamil Nadu,Vellore,Wallajah
IN4711,4618,4618,Tamil Nadu,Viluppuram,Gingee
IN4712,4624,4624,Tamil Nadu,Viluppuram,Kallakkurichi
IN4713,4623,4623,Tamil Nadu,Viluppuram,Sankarapuram
IN4714,4619,4619,Tamil Nadu,Viluppuram,Tindivanam
IN4715,4622,4622,Tamil Nadu,Viluppuram,Tirukkoyilur
IN4716,4625,4625,Tamil Nadu,Viluppuram,Ulundurpettai
IN4717,4620,4620,Tamil Nadu,Viluppuram,Vanur
IN4718,4621,4621,Tamil Nadu,Viluppuram,Viluppuram
IN4719,4743,4743,Tamil Nadu,Virudhunagar,Aruppukkottai
IN4720,4741,4741,Tamil Nadu,Virudhunagar,Kariapatti
IN4721,4737,4737,Tamil Nadu,Virudhunagar,Rajapalayam
IN4722,4744,4744,Tamil Nadu,Virudhunagar,Sattur
IN4723,4739,4739,Tamil Nadu,Virudhunagar,Sivakasi
IN4724,4738,4738,Tamil Nadu,Virudhunagar,Srivilliputhur
IN4725,4742,4742,Tamil Nadu,Virudhunagar,Tiruchuli
IN4726,4740,4740,Tamil Nadu,Virudhunagar,Virudhunagar
IN4727,4816,4816,Telangana,Adilabad,Adilabad
IN4728,4825,4825,Telangana,Adilabad,Bazarhathnoor
IN4729,4818,4818,Telangana,Adilabad,Bela
IN4730,5012,5012,Telangana,Adilabad,Bellampalle
IN4731,4996,4996,Telangana,Adilabad,Bhainsa
IN4732,5005,5005,Telangana,Adilabad,Bhimini
IN4733,4826,4826,Telangana,Adilabad,Boath
IN4734,5018,5018,Telangana,Adilabad,Chennur
IN4735,5010,5010,Telangana,Adilabad,Dandepalle
IN4736,5000,5000,Telangana,Adilabad,Dilawarpur
IN4737,4820,4820,Telangana,Adilabad,Gudihathnoor
IN4738,4824,4824,Telangana,Adilabad,Ichoda
IN4739,4821,4821,Telangana,Adilabad,Inderavelly
IN4740,4817,4817,Telangana,Adilabad,Jainad
IN4741,5017,5017,Telangana,Adilabad,Jaipur
IN4742,5009,5009,Telangana,Adilabad,Jannaram
IN4743,4992,4992,Telangana,Adilabad,Kaddam (Peddur)
IN4744,5011,5011,Telangana,Adilabad,Kasipet
IN4745,5004,5004,Telangana,Adilabad,Khanapur
IN4746,5013,5013,Telangana,Adilabad,Kotapalle
IN4747,4995,4995,Telangana,Adilabad,Kubeer
IN4748,4994,4994,Telangana,Adilabad,Kuntala
IN4749,5002,5002,Telangana,Adilabad,Laxmanchanda
IN4750,4999,4999,Telangana,Adilabad,Lokeswaram
IN4751,5015,5015,Telangana,Adilabad,Luxettipet
IN4752,5003,5003,Telangana,Adilabad,Mamda
IN4753,5016,5016,Telangana,Adilabad,Mancherial
IN4754,5014,5014,Telangana,Adilabad,Mandamarri
IN4755,4998,4998,Telangana,Adilabad,Mudhole
IN4756,4822,4822,Telangana,Adilabad,Narnoor
IN4757,5007,5007,Telangana,Adilabad,Nennal
IN4758,4827,4827,Telangana,Adilabad,Neradigonda
IN4759,5001,5001,Telangana,Adilabad,Nirmal
IN4760,4993,4993,Telangana,Adilabad,Sarangapur
IN4761,4819,4819,Telangana,Adilabad,Talamadugu
IN4762,4815,4815,Telangana,Adilabad,Tamsi
IN4763,5008,5008,Telangana,Adilabad,Tandur
IN4764,4997,4997,Telangana,Adilabad,Tanoor
IN4765,4823,4823,Telangana,Adilabad,Utnoor
IN4766,5006,5006,Telangana,Adilabad,Vemanpalle
IN4767,5257,5257,Telangana,Bhadradri Kothagudem,Aswapuram
IN4768,5269,5269,Telangana,Bhadradri Kothagudem,Aswaraopeta
IN4769,5259,5259,Telangana,Bhadradri Kothagudem,Burgampahad
IN4770,5267,5267,Telangana,Bhadradri Kothagudem,Chandrugonda
IN4771,5255,5255,Telangana,Bhadradri Kothagudem,Cherla
IN4772,5270,5270,Telangana,Bhadradri Kothagudem,Dammapeta
IN4773,5258,5258,Telangana,Bhadradri Kothagudem,Dummugudem
IN4774,5264,5264,Telangana,Bhadradri Kothagudem,Gundala
IN4775,5261,5261,Telangana,Bhadradri Kothagudem,Kothagudem
IN4776,5256,5256,Telangana,Bhadradri Kothagudem,Manuguru
IN4777,5268,5268,Telangana,Bhadradri Kothagudem,Mulkalapalle
IN4778,5260,5260,Telangana,Bhadradri Kothagudem,Palwancha
IN4779,5254,5254,Telangana,Bhadradri Kothagudem,Pinapaka
IN4780,5262,5262,Telangana,Bhadradri Kothagudem,Tekulapalle
IN4781,5263,5263,Telangana,Bhadradri Kothagudem,Yellandu
IN4782,4881,4881,Telangana,Hyderabad,Amberpet
IN4783,4876,4876,Telangana,Hyderabad,Ameerpet
IN4784,4885,4885,Telangana,Hyderabad,Asifnagar
IN4785,45111,45111,Telangana,Hyderabad,Bahadurpura
IN4786,4887,4887,Telangana,Hyderabad,Bandlaguda
IN4787,4888,4888,Telangana,Hyderabad,Charminar
IN4788,4886,4886,Telangana,Hyderabad,Golconda
IN4789,4882,4882,Telangana,Hyderabad,Himayathnagar
IN4790,4884,4884,Telangana,Hyderabad,Khairatabad
IN4791,4879,4879,Telangana,Hyderabad,Maredpalle
IN4792,4880,4880,Telangana,Hyderabad,Musheerabad
IN4793,4883,4883,Telangana,Hyderabad,Nampally
IN4794,4889,4889,Telangana,Hyderabad,Saidabad
IN4795,4877,4877,Telangana,Hyderabad,Secunderabad
IN4796,4875,4875,Telangana,Hyderabad,Shaikpet
IN4797,4878,4878,Telangana,Hyderabad,Tirumalagiri
IN4798,5040,5040,Telangana,Jagitial,Dharmapuri
IN4799,5042,5042,Telangana,Jagitial,Gollapalle
IN4800,5036,5036,Telangana,Jagitial,Ibrahimpatnam
IN4801,5044,5044,Telangana,Jagitial,Jagtial
IN4802,5048,5048,Telangana,Jagitial,Kathlapur
IN4803,5049,5049,Telangana,Jagitial,Kodimial
IN4804,5046,5046,Telangana,Jagitial,Koratla
IN4805,5037,5037,Telangana,Jagitial,Mallapur
IN4806,5043,5043,Telangana,Jagitial,Mallial
IN4807,5045,5045,Telangana,Jagitial,Medipalle
IN4808,5047,5047,Telangana,Jagitial,Metpalle
IN4809,5050,5050,Telangana,Jagitial,Pegadapalle
IN4810,5038,5038,Telangana,Jagitial,Raikal
IN4811,5039,5039,Telangana,Jagitial,Sarangapur
IN4812,5041,5041,Telangana,Jagitial,Velgatoor
IN4813,5245,5245,Telangana,Jangoan,Bachannapet
IN4814,5253,5253,Telangana,Jangoan,Devaruppula
IN4815,5247,5247,Telangana,Jangoan,Ghanpur (Station)
IN4816,5244,5244,Telangana,Jangoan,Gundala
IN4817,5251,5251,Telangana,Jangoan,Jangaon
IN4818,5252,5252,Telangana,Jangoan,Lingalaghanpur
IN4819,5246,5246,Telangana,Jangoan,Narmetta
IN4820,5249,5249,Telangana,Jangoan,Palakurthi
IN4821,5250,5250,Telangana,Jangoan,Raghunathpalle
IN4822,5248,5248,Telangana,Jangoan,Zaffergadh
IN4823,5141,5141,Telangana,Jogulamba Gadwal,Alampur
IN4824,5133,5133,Telangana,Jogulamba Gadwal,Dharur
IN4825,5134,5134,Telangana,Jogulamba Gadwal,Gadwal
IN4826,5136,5136,Telangana,Jogulamba Gadwal,Ghattu
IN4827,5137,5137,Telangana,Jogulamba Gadwal,Ieej
IN4828,5138,5138,Telangana,Jogulamba Gadwal,Itikyal
IN4829,5135,5135,Telangana,Jogulamba Gadwal,Maldakal
IN4830,5140,5140,Telangana,Jogulamba Gadwal,Manopad
IN4831,5139,5139,Telangana,Jogulamba Gadwal,Waddepalle
IN4832,5091,5091,Telangana,Karimnagar,Bejjanki
IN4833,4856,4856,Telangana,Karimnagar,Chigurumamidi
IN4834,4849,4849,Telangana,Karimnagar,Choppadandi
IN4835,4847,4847,Telangana,Karimnagar,Gangadhara
IN4836,5093,5093,Telangana,Karimnagar,Husnabad
IN4837,4858,4858,Telangana,Karimnagar,Huzurabad
IN4838,4854,4854,Telangana,Karimnagar,Jammikunta
IN4839,4851,4851,Telangana,Karimnagar,Karimnagar
IN4840,5214,5214,Telangana,Karimnagar,Kataram
IN4841,5092,5092,Telangana,Karimnagar,Koheda
IN4842,5215,5215,Telangana,Karimnagar,Mahadevpur
IN4843,5217,5217,Telangana,Karimnagar,Malharrao
IN4844,4850,4850,Telangana,Karimnagar,Manakondur
IN4845,5216,5216,Telangana,Karimnagar,Mutharam (Mahadevpur)
IN4846,4848,4848,Telangana,Karimnagar,Ramadugu
IN4847,4857,4857,Telangana,Karimnagar,Saidapur
IN4848,4855,4855,Telangana,Karimnagar,Shankarapatnam
IN4849,4852,4852,Telangana,Karimnagar,Timmapur (Lmd Colony)
IN4850,4853,4853,Telangana,Karimnagar,Veenavanka
IN4851,5242,5242,Telangana,Khammam,Bayyaram
IN4852,4976,4976,Telangana,Khammam,Bonakal
IN4853,4971,4971,Telangana,Khammam,Chinthakani
IN4854,4964,4964,Telangana,Khammam,Enkuru
IN4855,5243,5243,Telangana,Khammam,Garla
IN4856,5266,5266,Telangana,Khammam,Julurpad
IN4857,4974,4974,Telangana,Khammam,Kallur
IN4858,4961,4961,Telangana,Khammam,Kamepalle
IN4859,4967,4967,Telangana,Khammam,Khammam (Rural)
IN4860,4968,4968,Telangana,Khammam,Khammam (Urban)
IN4861,4972,4972,Telangana,Khammam,Konijerla
IN4862,4966,4966,Telangana,Khammam,Kusumanchi
IN4863,4977,4977,Telangana,Khammam,Madhira
IN4864,4969,4969,Telangana,Khammam,Mudigonda
IN4865,4970,4970,Telangana,Khammam,Nelakondapalle
IN4866,4963,4963,Telangana,Khammam,Penuballi
IN4867,4962,4962,Telangana,Khammam,Sathupalle
IN4868,5265,5265,Telangana,Khammam,Singareni
IN4869,4973,4973,Telangana,Khammam,Tallada
IN4870,4965,4965,Telangana,Khammam,Thirumalayapalem
IN4871,4979,4979,Telangana,Khammam,Vemsoor
IN4872,4975,4975,Telangana,Khammam,Wyra
IN4873,4978,4978,Telangana,Khammam,Yerrupalem
IN4874,4986,4986,Telangana,Kumuram Bheem Asifabad,Asifabad
IN4875,4984,4984,Telangana,Kumuram Bheem Asifabad,Bejjur
IN4876,4990,4990,Telangana,Kumuram Bheem Asifabad,Dahegaon
IN4877,4987,4987,Telangana,Kumuram Bheem Asifabad,Jainoor
IN4878,4985,4985,Telangana,Kumuram Bheem Asifabad,Kagaznagar
IN4879,4980,4980,Telangana,Kumuram Bheem Asifabad,Kerameri
IN4880,4983,4983,Telangana,Kumuram Bheem Asifabad,Kouthala
IN4881,4989,4989,Telangana,Kumuram Bheem Asifabad,Rebbana
IN4882,4988,4988,Telangana,Kumuram Bheem Asifabad,Sirpur
IN4883,4982,4982,Telangana,Kumuram Bheem Asifabad,Sirpur (T)
IN4884,4991,4991,Telangana,Kumuram Bheem Asifabad,Tiryani
IN4885,4981,4981,Telangana,Kumuram Bheem Asifabad,Wankdi
IN4886,4897,4897,Telangana,Mahabubnagar,Gandeed
IN4887,5157,5157,Telangana,Mahbubnagar,Achampet
IN4888,4926,4926,Telangana,Mahbubnagar,Addakal
IN4889,5156,5156,Telangana,Mahbubnagar,Amrabad
IN4890,5143,5143,Telangana,Mahbubnagar,Atmakur
IN4891,4910,4910,Telangana,Mahbubnagar,Balanagar
IN4892,5163,5163,Telangana,Mahbubnagar,Balmoor
IN4893,4925,4925,Telangana,Mahbubnagar,Bhoothpur
IN4894,5162,5162,Telangana,Mahbubnagar,Bijinapalle
IN4895,5131,5131,Telangana,Mahbubnagar,Bomraspet
IN4896,4927,4927,Telangana,Mahbubnagar,Chinnachintakunta
IN4897,4924,4924,Telangana,Mahbubnagar,Devarkadra
IN4898,5132,5132,Telangana,Mahbubnagar,Doulathabad
IN4899,5142,5142,Telangana,Mahbubnagar,Ghanpur
IN4900,5147,5147,Telangana,Mahbubnagar,Gopalpeta
IN4901,4908,4908,Telangana,Mahbubnagar,Hanwada
IN4902,4918,4918,Telangana,Mahbubnagar,Jadcherla
IN4903,5154,5154,Telangana,Mahbubnagar,Kalwakurthy
IN4904,5166,5166,Telangana,Mahbubnagar,Kodair
IN4905,5130,5130,Telangana,Mahbubnagar,Kodangal
IN4906,4920,4920,Telangana,Mahbubnagar,Koilkonda
IN4907,5167,5167,Telangana,Mahbubnagar,Kollapur
IN4908,5144,5144,Telangana,Mahbubnagar,Kothakota
IN4909,5164,5164,Telangana,Mahbubnagar,Lingal
IN4910,4919,4919,Telangana,Mahbubnagar,Mahbubnagar
IN4911,5152,5152,Telangana,Mahbubnagar,Midjil
IN4912,5161,5161,Telangana,Mahbubnagar,Nagarkurnool
IN4913,4909,4909,Telangana,Mahbubnagar,Nawabpet
IN4914,5148,5148,Telangana,Mahbubnagar,Pangal
IN4915,5149,5149,Telangana,Mahbubnagar,Pebbair
IN4916,5165,5165,Telangana,Mahbubnagar,Peddakothapalle
IN4917,5145,5145,Telangana,Mahbubnagar,Peddamandadi
IN4918,5160,5160,Telangana,Mahbubnagar,Tadoor
IN4919,5159,5159,Telangana,Mahbubnagar,Telkapalle
IN4920,5153,5153,Telangana,Mahbubnagar,Thimmajipet
IN4921,5158,5158,Telangana,Mahbubnagar,Uppununthala
IN4922,5155,5155,Telangana,Mahbubnagar,Vangoor
IN4923,5150,5150,Telangana,Mahbubnagar,Veepangandla
IN4924,5151,5151,Telangana,Mahbubnagar,Veldanda
IN4925,5146,5146,Telangana,Mahbubnagar,Wanaparthy
IN4926,4869,4869,Telangana,Medak,Alladurg/ Regode
IN4927,5083,5083,Telangana,Medak,Andole
IN4928,4865,4865,Telangana,Medak,Chegunta
IN4929,5096,5096,Telangana,Medak,Chinnakodur
IN4930,5101,5101,Telangana,Medak,Doultabad
IN4931,5094,5094,Telangana,Medak,Dubbak
IN4932,5102,5102,Telangana,Medak,Gajwel
IN4933,5084,5084,Telangana,Medak,Hathnoora
IN4934,5103,5103,Telangana,Medak,Jagdevpur
IN4935,5080,5080,Telangana,Medak,Jharasangam
IN4936,5088,5088,Telangana,Medak,Jinnaram
IN4937,5074,5074,Telangana,Medak,Kalher
IN4938,5071,5071,Telangana,Medak,Kangti
IN4939,5079,5079,Telangana,Medak,Kohir
IN4940,5098,5098,Telangana,Medak,Kondapak
IN4941,5086,5086,Telangana,Medak,Kondapur
IN4942,4870,4870,Telangana,Medak,Kowdipalle
IN4943,4867,4867,Telangana,Medak,Kulcharam
IN4944,5072,5072,Telangana,Medak,Manoor
IN4945,4863,4863,Telangana,Medak,Medak
IN4946,5100,5100,Telangana,Medak,Mirdoddi
IN4947,5105,5105,Telangana,Medak,Mulug
IN4948,5081,5081,Telangana,Medak,Munpalle
IN4949,5097,5097,Telangana,Medak,Nangnoor
IN4950,5073,5073,Telangana,Medak,Narayankhed
IN4951,4874,4874,Telangana,Medak,Narsapur
IN4952,5077,5077,Telangana,Medak,Nyalkal
IN4953,4862,4862,Telangana,Medak,Papannapet
IN4954,5089,5089,Telangana,Medak,Patancheru
IN4955,5082,5082,Telangana,Medak,Pulkal
IN4956,5076,5076,Telangana,Medak,Raikode
IN4957,5090,5090,Telangana,Medak,Ramachandrapuram
IN4958,4864,4864,Telangana,Medak,Ramayampet
IN4959,5085,5085,Telangana,Medak,Sadasivpet
IN4960,5087,5087,Telangana,Medak,Sangareddy
IN4961,4861,4861,Telangana,Medak,Shankarampet (A)
IN4962,4866,4866,Telangana,Medak,Shankarampet (R)
IN4963,4873,4873,Telangana,Medak,Shivampet
IN4964,5095,5095,Telangana,Medak,Siddipet
IN4965,4868,4868,Telangana,Medak,Tekmal
IN4966,5099,5099,Telangana,Medak,Thoguta
IN4967,4872,4872,Telangana,Medak,Tupran
IN4968,5104,5104,Telangana,Medak,Wargal
IN4969,4871,4871,Telangana,Medak,Yeldurthy
IN4970,5078,5078,Telangana,Medak,Zahirabad
IN4971,5223,5223,Telangana,Mulugu,Eturnagaram
IN4972,5226,5226,Telangana,Mulugu,Govindaraopet
IN4973,5224,5224,Telangana,Mulugu,Mangapet
IN4974,5227,5227,Telangana,Mulugu,Mulug
IN4975,5225,5225,Telangana,Mulugu,Tadvai
IN4976,5222,5222,Telangana,Mulugu,Venkatapur
IN4977,5230,5230,Telangana,Mulugu,Venkatapuram
IN4978,5229,5229,Telangana,Mulugu,Wazeed
IN4979,4952,4952,Telangana,Nalgonda,Anumula
IN4980,5185,5185,Telangana,Nalgonda,Atmakur (S)
IN4981,4944,4944,Telangana,Nalgonda,Chandam Pet
IN4982,4947,4947,Telangana,Nalgonda,Chandur
IN4983,5195,5195,Telangana,Nalgonda,Chilkur
IN4984,4942,4942,Telangana,Nalgonda,Chintha Palle
IN4985,4932,4932,Telangana,Nalgonda,Chityala
IN4986,5188,5188,Telangana,Nalgonda,Chivvemla
IN4987,4955,4955,Telangana,Nalgonda,Dameracherla
IN4988,4945,4945,Telangana,Nalgonda,Devarakonda
IN4989,5194,5194,Telangana,Nalgonda,Garide Palle
IN4990,4943,4943,Telangana,Nalgonda,Gundla Palle
IN4991,4949,4949,Telangana,Nalgonda,Gurrampode
IN4992,5197,5197,Telangana,Nalgonda,Huzurnagar
IN4993,5186,5186,Telangana,Nalgonda,Jaji Reddi Gudem
IN4994,4948,4948,Telangana,Nalgonda,Kangal
IN4995,4934,4934,Telangana,Nalgonda,Kattangoor
IN4996,4936,4936,Telangana,Nalgonda,Kethe Palle
IN4997,5196,5196,Telangana,Nalgonda,Kodad
IN4998,4941,4941,Telangana,Nalgonda,Marriguda
IN4999,5198,5198,Telangana,Nalgonda,Mattam Palle
IN5000,5199,5199,Telangana,Nalgonda,Mella Cheruvu
IN5001,4956,4956,Telangana,Nalgonda,Miryalaguda
IN5002,5189,5189,Telangana,Nalgonda,Mothey
IN5003,5191,5191,Telangana,Nalgonda,Munagala
IN5004,4940,4940,Telangana,Nalgonda,Munugode
IN5005,5190,5190,Telangana,Nalgonda,Nadigudem
IN5006,4935,4935,Telangana,Nalgonda,Nakrekal
IN5007,4939,4939,Telangana,Nalgonda,Nalgonda
IN5008,4946,4946,Telangana,Nalgonda,Nampalle
IN5009,4933,4933,Telangana,Nalgonda,Narketpalle
IN5010,5193,5193,Telangana,Nalgonda,Neredcherla
IN5011,4953,4953,Telangana,Nalgonda,Nidamanur
IN5012,5184,5184,Telangana,Nalgonda,Nuthankal
IN5013,4950,4950,Telangana,Nalgonda,Pedda Adiserla Palle
IN5014,4951,4951,Telangana,Nalgonda,Peddavoora
IN5015,5192,5192,Telangana,Nalgonda,Penpahad
IN5016,4931,4931,Telangana,Nalgonda,Sali Gouraram
IN5017,5187,5187,Telangana,Nalgonda,Suryapet
IN5018,4938,4938,Telangana,Nalgonda,Thipparthi
IN5019,5182,5182,Telangana,Nalgonda,Thirumalgiri
IN5020,4954,4954,Telangana,Nalgonda,Thripuraram
IN5021,5183,5183,Telangana,Nalgonda,Thungathurthi
IN5022,4937,4937,Telangana,Nalgonda,Vemulapalle
IN5023,4906,4906,Telangana,Narayanpet,Damaragidda
IN5024,4923,4923,Telangana,Narayanpet,Dhanwada
IN5025,4905,4905,Telangana,Narayanpet,Kosgi
IN5026,4907,4907,Telangana,Narayanpet,Maddur
IN5027,4930,4930,Telangana,Narayanpet,Maganoor
IN5028,4929,4929,Telangana,Narayanpet,Makthal
IN5029,4921,4921,Telangana,Narayanpet,Narayanpet
IN5030,4928,4928,Telangana,Narayanpet,Narva
IN5031,4922,4922,Telangana,Narayanpet,Utkoor
IN5032,4831,4831,Telangana,Nizamabad,Armur
IN5033,4832,4832,Telangana,Nizamabad,Balkonda
IN5034,5026,5026,Telangana,Nizamabad,Banswada
IN5035,4835,4835,Telangana,Nizamabad,Bheemgal
IN5036,5034,5034,Telangana,Nizamabad,Bhiknoor
IN5037,5021,5021,Telangana,Nizamabad,Bichkunda
IN5038,5022,5022,Telangana,Nizamabad,Birkoor
IN5039,4841,4841,Telangana,Nizamabad,Bodhan
IN5040,4845,4845,Telangana,Nizamabad,Dharpalle
IN5041,4844,4844,Telangana,Nizamabad,Dichpalle
IN5042,5035,5035,Telangana,Nizamabad,Domakonda
IN5043,5025,5025,Telangana,Nizamabad,Gandhari
IN5044,4837,4837,Telangana,Nizamabad,Jakranpalle
IN5045,5020,5020,Telangana,Nizamabad,Jukkal
IN5046,5033,5033,Telangana,Nizamabad,Kamareddy
IN5047,4834,4834,Telangana,Nizamabad,Kammarpalle
IN5048,4842,4842,Telangana,Nizamabad,Kotgiri
IN5049,5031,5031,Telangana,Nizamabad,Lingampet
IN5050,5023,5023,Telangana,Nizamabad,Machareddy
IN5051,5019,5019,Telangana,Nizamabad,Madnoor
IN5052,4838,4838,Telangana,Nizamabad,Makloor
IN5053,4833,4833,Telangana,Nizamabad,Mortad
IN5054,5030,5030,Telangana,Nizamabad,Nagareddipet
IN5055,4830,4830,Telangana,Nizamabad,Nandipet
IN5056,4829,4829,Telangana,Nizamabad,Navipet
IN5057,4839,4839,Telangana,Nizamabad,Nizamabad
IN5058,5028,5028,Telangana,Nizamabad,Nizamsagar
IN5059,5027,5027,Telangana,Nizamabad,Pitlam
IN5060,4828,4828,Telangana,Nizamabad,Ranjal
IN5061,5024,5024,Telangana,Nizamabad,Sadasivanagar
IN5062,4846,4846,Telangana,Nizamabad,Sirkonda
IN5063,5032,5032,Telangana,Nizamabad,Tadwai
IN5064,4843,4843,Telangana,Nizamabad,Varni
IN5065,4836,4836,Telangana,Nizamabad,Velpur
IN5066,4840,4840,Telangana,Nizamabad,Yedpalle
IN5067,5029,5029,Telangana,Nizamabad,Yellareddy
IN5068,5059,5059,Telangana,Peddapalli,Dharmaram
IN5069,5058,5058,Telangana,Peddapalli,Elgaid
IN5070,5057,5057,Telangana,Peddapalli,Julapalle
IN5071,5052,5052,Telangana,Peddapalli,Kamanpur
IN5072,5053,5053,Telangana,Peddapalli,Manthani
IN5073,5054,5054,Telangana,Peddapalli,Mutharam (Manthani)
IN5074,5061,5061,Telangana,Peddapalli,Odela
IN5075,5056,5056,Telangana,Peddapalli,Peddapalle
IN5076,5051,5051,Telangana,Peddapalli,Ramagundam
IN5077,5055,5055,Telangana,Peddapalli,Srirampur
IN5078,5060,5060,Telangana,Peddapalli,Sultanabad
IN5079,5063,5063,Telangana,Rajanna Sircilla,Boinpalle
IN5080,5062,5062,Telangana,Rajanna Sircilla,Chandurthi
IN5081,5070,5070,Telangana,Rajanna Sircilla,Ellanthakunta
IN5082,5067,5067,Telangana,Rajanna Sircilla,Gambhiraopet
IN5083,5065,5065,Telangana,Rajanna Sircilla,Konaraopeta
IN5084,5068,5068,Telangana,Rajanna Sircilla,Mustabad
IN5085,5069,5069,Telangana,Rajanna Sircilla,Sircilla
IN5086,5064,5064,Telangana,Rajanna Sircilla,Vemulawada
IN5087,5066,5066,Telangana,Rajanna Sircilla,Yellareddipet
IN5088,4916,4916,Telangana,Ranga Reddy,Amangal
IN5089,4896,4896,Telangana,Ranga Reddy,Chevella
IN5090,4912,4912,Telangana,Ranga Reddy,Farooqnagar
IN5091,4892,4892,Telangana,Ranga Reddy,Hayathnagar
IN5092,4902,4902,Telangana,Ranga Reddy,Ibrahimpatnam
IN5093,4901,4901,Telangana,Ranga Reddy,Kandukur
IN5094,4914,4914,Telangana,Ranga Reddy,Keshampet
IN5095,4911,4911,Telangana,Ranga Reddy,Kondurg
IN5096,4913,4913,Telangana,Ranga Reddy,Kothur
IN5097,4917,4917,Telangana,Ranga Reddy,Madgul
IN5098,4900,4900,Telangana,Ranga Reddy,Maheswaram
IN5099,4903,4903,Telangana,Ranga Reddy,Manchal
IN5100,4895,4895,Telangana,Ranga Reddy,Moinabad
IN5101,4894,4894,Telangana,Ranga Reddy,Rajendranagar
IN5102,4893,4893,Telangana,Ranga Reddy,Saroornagar
IN5103,4891,4891,Telangana,Ranga Reddy,Serilingampally
IN5104,4898,4898,Telangana,Ranga Reddy,Shabad
IN5105,4899,4899,Telangana,Ranga Reddy,Shamshabad
IN5106,4890,4890,Telangana,Ranga Reddy,Shankarpalle
IN5107,4915,4915,Telangana,Ranga Reddy,Talakondapalle
IN5108,4904,4904,Telangana,Ranga Reddy,Yacharam
IN5109,5108,5108,Telangana,Rangareddy,Balanagar
IN5110,5121,5121,Telangana,Rangareddy,Bantwaram
IN5111,5124,5124,Telangana,Rangareddy,Basheerabad
IN5112,5120,5120,Telangana,Rangareddy,Dharur
IN5113,5126,5126,Telangana,Rangareddy,Doma
IN5114,5114,5114,Telangana,Rangareddy,Ghatkesar
IN5115,5113,5113,Telangana,Rangareddy,Keesara
IN5116,5127,5127,Telangana,Rangareddy,Kulkacharla
IN5117,5112,5112,Telangana,Rangareddy,Malkajgiri
IN5118,5116,5116,Telangana,Rangareddy,Marpalle
IN5119,5110,5110,Telangana,Rangareddy,Medchal
IN5120,5117,5117,Telangana,Rangareddy,Mominpet
IN5121,5118,5118,Telangana,Rangareddy,Nawabpet
IN5122,5128,5128,Telangana,Rangareddy,Pargi
IN5123,5122,5122,Telangana,Rangareddy,Peddemul
IN5124,5129,5129,Telangana,Rangareddy,Pudur
IN5125,5109,5109,Telangana,Rangareddy,Qutubullapur
IN5126,5111,5111,Telangana,Rangareddy,Shamirpet
IN5127,5123,5123,Telangana,Rangareddy,Tandur
IN5128,5115,5115,Telangana,Rangareddy,Uppal
IN5129,5119,5119,Telangana,Rangareddy,Vicarabad
IN5130,5125,5125,Telangana,Rangareddy,Yelal
IN5131,5204,5204,Telangana,Warangal,Atmakur
IN5132,5220,5220,Telangana,Warangal,Bhupalpalle
IN5133,5211,5211,Telangana,Warangal,Chennaraopet
IN5134,5106,5106,Telangana,Warangal,Cherial
IN5135,5219,5219,Telangana,Warangal,Chityal
IN5136,4957,4957,Telangana,Warangal,Dharmasagar
IN5137,5241,5241,Telangana,Warangal,Dornakal
IN5138,5203,5203,Telangana,Warangal,Duggondi
IN5139,5208,5208,Telangana,Warangal,Geesugonda
IN5140,5221,5221,Telangana,Warangal,Ghanpur (Mulug)
IN5141,5233,5233,Telangana,Warangal,Gudur
IN5142,4959,4959,Telangana,Warangal,Hanamkonda
IN5143,4958,4958,Telangana,Warangal,Hasanparthy
IN5144,5236,5236,Telangana,Warangal,Kesamudram
IN5145,5210,5210,Telangana,Warangal,Khanapur
IN5146,5231,5231,Telangana,Warangal,Kodakandla
IN5147,5232,5232,Telangana,Warangal,Kothagudem
IN5148,5240,5240,Telangana,Warangal,Kuravi
IN5149,5107,5107,Telangana,Warangal,Maddur
IN5150,5237,5237,Telangana,Warangal,Mahabubabad
IN5151,5239,5239,Telangana,Warangal,Maripeda
IN5152,5218,5218,Telangana,Warangal,Mogullapalle
IN5153,5202,5202,Telangana,Warangal,Nallabelly
IN5154,5209,5209,Telangana,Warangal,Narsampet
IN5155,5238,5238,Telangana,Warangal,Narsimhulapet
IN5156,5212,5212,Telangana,Warangal,Nekkonda
IN5157,5235,5235,Telangana,Warangal,Nellikudur
IN5158,5200,5200,Telangana,Warangal,Parkal
IN5159,5213,5213,Telangana,Warangal,Parvathagiri
IN5160,5205,5205,Telangana,Warangal,Raiparthy
IN5161,5228,5228,Telangana,Warangal,Regonda
IN5162,5207,5207,Telangana,Warangal,Sangam
