Data Year,ID,Country,Province,District,Largest Group,Percent of Population,oneGroup,twoGroup,threeGroup,fourGroup,fiveGroup,sixGroup,sevenGroup,eightGroup,nineGroup,tenGroup,Area,Population,ethnicity,Han Chinese,Hui,Tibetans,Koreans,Manchu,Japanese,Ainu,Mongols,Oirats,Buryats,Tuvans,Uyghurs,Kazakhs,Kyrgyz,Uzbeks,Tatars,Pamiris,Hmong,Yi,Zhuang,Bouyei,Dong,Yao,Bai,Tujia,Hani,Dai,Li,Lisu,Wa,She,Lahu,Sui,Dongxiang,Nakhi,Kachin,Tu,Daur,Mulao,Qiang,Blang,Salar,Maonan,Gelao,Sibe,Achang,Pumi,Nu,Russian,Evenk,De'ang,Bonan,Yugur,Vietnamese,Derung,Oroqen,Nanai,Monpa,Lhoba,Jino,Formosans,Portugese,Others,Naturalized Citizen,China,Taiwan,Japan,Vietnam,Cambodia,Philippines,Indonesia,Nepal,Uzbekistan,America,Thailand,Brazil,Sri Lanka,India,Peru,Bangladesh,Pakistan,Myanmar,Korea,Mongolia,United Kingdom,France,Russia,Malaysia,Canada,Australia,Germany,Turkey,Korea,Bolivia,Afghanistan,Italy,White,Other Asians,Other Europeans,Other West Asians/North Africans,Other Africans,Other Americas,Other Pacific Islanders,Stateless,Other Foreigners,religion,Largest Religion,Share of Population,Irreligious
,CH1786,Guangdong,4416,Dongyuan County,Han Chinese,0.9801,Han Chinese,She,Tujia,Hmong,Zhuang,Yao,Bouyei,Dong,Hui,Yi,4012,348386,,341463,24,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,285,10,152,62,60,80,0,391,0,0,6,0,0,5827,0,7,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1787,Guangdong,4417,Jiangcheng District,Han Chinese,0.9797,Han Chinese,Zhuang,Hmong,Yao,Tujia,Mulao,Yi,Dong,Bouyei,Mongols,743,814688,,798122,99,67,48,54,0,0,181,0,0,0,34,0,0,0,0,0,2026,267,10383,234,258,1204,106,941,0,40,65,0,0,10,0,70,0,0,0,10,0,302,0,16,0,62,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1788,Guangdong,4417,Yangdong District,Han Chinese,0.9739,Han Chinese,Zhuang,Hmong,Yao,Bouyei,Tujia,Dong,Yi,Tibetans,Li,1701,478299,,465829,48,103,26,64,0,0,55,0,0,0,44,0,27,0,0,0,3661,205,5542,756,295,977,66,324,0,10,74,0,0,5,0,53,0,0,0,15,4,56,0,0,0,48,3,0,0,0,0,0,1,0,0,0,0,2,0,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1789,Guangdong,4417,Yangxi County,Han Chinese,0.9890,Han Chinese,Hmong,Zhuang,Bouyei,Tujia,Yi,Sui,Yao,Dai,Dong,1392,434076,,429300,45,37,31,7,0,0,58,0,0,0,17,0,0,0,0,1,1993,191,1282,506,59,74,4,267,0,60,10,0,0,0,0,113,0,0,0,8,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1790,Guangdong,4417,Yangchun City,Han Chinese,0.9751,Han Chinese,Yao,Zhuang,Hmong,Lisu,Bouyei,Dong,Yi,Tujia,Mongols,4034,875896,,854060,119,44,49,70,0,0,153,0,0,0,37,0,0,4,0,0,1200,520,4040,749,581,12782,10,259,60,91,39,794,20,3,0,55,0,0,0,7,0,33,2,0,0,24,16,6,0,0,0,0,1,51,0,0,0,1,0,15,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1791,Guangdong,4418,Qingcheng District,Han Chinese,0.9863,Han Chinese,Zhuang,Yao,Hmong,Dong,Bouyei,Tujia,Yi,Mongols,Gelao,1291,1119901,,1104516,302,47,101,360,0,0,419,0,0,0,54,0,0,0,0,0,2668,555,3359,1234,1923,2791,15,764,0,0,38,65,0,152,0,29,0,0,0,2,8,107,0,0,0,0,380,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,4,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1792,Guangdong,4418,Qingxin District,Han Chinese,0.9904,Han Chinese,Yao,Hmong,Zhuang,Yi,Dong,Tujia,Mongols,Bouyei,Hani,2366,618523,,612589,83,49,57,77,0,0,186,0,0,0,44,0,0,1,0,3,791,424,785,136,330,2346,12,268,112,51,10,0,11,16,0,8,0,0,0,4,0,8,0,0,0,89,12,0,0,11,0,0,3,0,0,0,3,0,0,0,0,0,0,1,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1793,Guangdong,4418,Fogang County,Han Chinese,0.9942,Han Chinese,Zhuang,Hmong,Bouyei,Tujia,Yao,Dong,Yi,Mongols,Li,1279,315502,,313660,25,26,17,13,0,0,62,0,0,0,7,0,0,0,0,0,244,92,476,240,99,121,0,233,24,0,54,0,12,3,0,25,0,0,0,4,0,4,0,0,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1794,Guangdong,4418,Yangshan County,Han Chinese,0.9754,Han Chinese,Yao,Yi,Zhuang,Mongols,Bouyei,Dong,Hui,Hui,Tibetans,3317,367175,,358157,63,27,15,12,0,0,86,0,0,0,17,0,0,0,0,0,63,153,121,76,75,8238,0,8,0,0,18,27,9,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1795,Guangdong,4418,Lianshan Zhuangzu Yao Autonomous County,Zhuang,0.5487,Zhuang,Han Chinese,Yao,Hmong,Manchu,Bouyei,Tujia,Dong,Hui,Yi,1205,95136,,23209,17,2,1,23,0,0,5,0,0,0,6,0,0,0,0,0,81,16,52197,22,20,19497,0,21,0,5,0,0,0,2,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1796,Guangdong,4418,Liannan Yao Autonomous County,Yao,0.7204,Yao,Han Chinese,Zhuang,Yi,Yi,Bouyei,Hui,Li,Tujia,Hmong,1245,134691,,36160,17,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,22,1395,19,22,97029,2,7,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1797,Guangdong,4418,Yingde City,Han Chinese,0.9845,Han Chinese,Zhuang,Yao,Hmong,Tujia,Yi,Dong,Bouyei,Lisu,Mongols,5643,941325,,926697,209,81,65,177,0,0,226,0,0,0,28,14,0,1,0,2,1526,562,5902,443,524,3594,35,660,0,30,50,240,22,10,31,38,0,0,0,12,4,7,0,0,0,7,63,0,0,0,0,0,1,0,0,0,30,1,0,0,0,0,0,1,,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1798,Guangdong,4418,Lianzhou City,Han Chinese,0.9651,Han Chinese,Yao,Zhuang,Hmong,Yi,Tujia,Bouyei,Hui,Mongols,Dong,2675,377220,,364039,45,16,11,23,0,0,33,0,0,0,9,11,0,0,0,0,149,85,911,70,30,11632,6,82,18,16,5,0,0,4,12,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1799,Guangdong,4419,Dongguan City,Han Chinese,0.9315,Han Chinese,Zhuang,Hmong,Tujia,Dong,Bouyei,Yao,Yi,Hui,Gelao,2438,10466625,,9749417,8464,1114,4068,3041,0,0,3358,0,0,0,1066,39,0,1,1,8,114254,15066,316682,48570,59771,39985,4858,66180,3178,1335,3667,464,686,1361,128,3579,517,83,78,702,60,3956,152,232,97,2216,5807,77,133,30,77,0,14,0,0,15,28,2,5,0,1,0,7,9,,1973,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1800,Guangdong,4420,Zhongshan City,Han Chinese,0.9431,Han Chinese,Zhuang,Tujia,Yao,Hmong,Dong,Bouyei,Gelao,Yi,Mulao,1747,4418060,,4166783,1613,331,478,893,0,0,463,0,0,0,120,23,0,4,0,1,26555,2702,125776,5907,13901,28608,2038,30858,527,304,1391,54,225,370,25,1000,0,6,0,392,45,2237,129,115,28,600,3080,15,186,0,11,17,1,0,0,0,12,3,0,0,0,0,0,15,,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1801,Guangdong,4451,Xiangqiao District,Han Chinese,0.9833,Han Chinese,Bouyei,Hmong,Tujia,She,Zhuang,Maonan,Dong,Yao,Yi,322,575795,,566198,41,12,14,70,0,0,23,0,0,0,0,0,0,0,0,1,2461,118,677,3475,362,154,16,748,0,0,109,0,0,693,0,0,0,0,0,22,0,10,0,0,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1802,Guangdong,4451,Chaoan District,Han Chinese,0.9914,Han Chinese,Hmong,She,Zhuang,Tujia,Bouyei,Yi,Dong,Yao,Li,1085,1175150,,1165043,55,13,45,32,0,0,82,0,0,0,29,0,0,0,0,1,2720,847,1342,871,548,304,120,1050,39,0,263,0,29,1600,0,13,0,0,0,27,0,7,2,11,0,30,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1803,Guangdong,4451,Raoping County,Han Chinese,0.9991,Han Chinese,She,Zhuang,Hmong,Li,Tujia,Bouyei,Dong,Yao,Yi,1707,817442,,816675,7,4,3,0,0,0,5,0,0,0,2,0,0,0,0,0,82,9,212,26,24,13,3,52,0,0,54,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1804,Guangdong,4452,Rongcheng District,Han Chinese,0.9937,Han Chinese,Hmong,Zhuang,Bouyei,Tujia,Yi,Dong,Mongols,Li,Yao,385,931868,,925964,85,21,72,53,0,0,164,0,0,0,31,0,0,0,0,0,1848,454,1354,490,415,120,10,463,0,26,136,0,0,27,0,19,0,5,11,20,10,0,0,0,0,0,42,0,25,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1805,Guangdong,4452,Jiedong District,Han Chinese,0.9968,Han Chinese,Zhuang,Hmong,Yi,Bouyei,Mongols,Tujia,Dong,Hui,Li,662,931719,,928768,75,19,61,48,0,0,144,0,0,0,48,0,0,0,1,1,563,424,809,170,111,63,9,112,0,23,66,26,42,6,0,12,0,0,19,22,6,23,0,0,0,0,2,0,0,0,0,0,2,44,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1806,Guangdong,4452,Jiexi County,Han Chinese,0.9980,Han Chinese,Zhuang,Hmong,Yi,Yao,Mongols,Dong,Li,Bouyei,Hui,1351,674829,,673488,45,19,38,24,0,0,94,0,0,0,14,0,0,0,0,0,218,141,365,47,62,135,10,27,0,0,52,0,0,2,26,0,0,0,0,3,3,6,2,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1807,Guangdong,4452,Huilai County,Han Chinese,0.9995,Han Chinese,Hmong,Yao,Yi,Zhuang,Sui,Uyghurs,Mongols,Tujia,Bouyei,1254,1040779,,1040259,6,8,15,9,0,0,21,0,0,0,23,0,0,0,0,0,121,51,49,18,3,109,0,20,0,10,9,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1808,Guangdong,4452,Puning City,Han Chinese,0.9972,Han Chinese,Hmong,Zhuang,Dong,Yi,Tujia,Mongols,Li,Hui,Bouyei,1619,1998619,,1992989,236,71,69,44,0,0,281,0,0,0,63,0,0,0,0,0,1182,535,1147,216,707,165,18,441,0,57,238,0,10,21,15,36,0,0,8,24,0,0,0,0,0,0,17,0,0,0,7,0,0,0,0,0,2,1,0,0,0,0,0,0,,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1809,Guangdong,4453,Yuncheng District,Han Chinese,0.9874,Han Chinese,Zhuang,Hmong,Dong,Tujia,Yao,Yi,Hui,Hui,Mongols,782,408537,,403399,130,26,19,103,0,0,126,0,0,0,9,0,0,0,0,1,1570,175,1634,130,325,205,5,309,0,14,59,0,74,11,0,72,0,0,0,11,0,35,4,0,0,46,36,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1810,Guangdong,4453,Yun'an District,Han Chinese,0.9939,Han Chinese,Zhuang,Yi,Dong,Hmong,Mongols,Yao,Tujia,Gelao,Bouyei,1185,235390,,233955,16,24,19,4,0,0,90,0,0,0,12,0,0,0,0,0,156,228,491,30,204,45,0,43,0,0,8,0,0,1,0,0,0,0,0,1,0,23,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1811,Guangdong,4453,Xinxing County,Han Chinese,0.9883,Han Chinese,Zhuang,Tujia,Hmong,Yi,Bouyei,Yao,Dong,Mongols,Dai,1525,430831,,425811,73,37,79,36,0,0,151,0,0,0,15,0,0,0,0,0,509,282,1658,254,155,184,7,1444,0,88,6,0,0,6,0,7,0,0,0,2,0,4,0,0,0,13,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1812,Guangdong,4453,Yunan County,Han Chinese,0.9955,Han Chinese,Zhuang,Yi,Mongols,Yao,Dong,Hmong,Hui,Bouyei,Tibetans,1959,371661,,370003,51,30,26,13,0,0,139,0,0,0,30,0,0,0,0,0,112,202,736,33,113,120,0,30,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1813,Guangdong,4453,Luoding City,Han Chinese,0.9901,Han Chinese,Zhuang,Hmong,Dong,Yi,Yao,Bouyei,Mongols,Hui,Tujia,2331,936931,,927639,135,64,31,62,0,0,192,0,0,0,37,0,0,0,0,2,1008,484,5711,240,583,390,14,118,0,9,69,0,0,6,0,43,0,0,0,2,4,17,0,0,0,38,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1814,Guangxi,4501,Xingning District,Han Chinese,0.6892,Han Chinese,Zhuang,Yao,Hmong,Hui,Dong,Tujia,Manchu,Mulao,Maonan,780,615485,,424218,1343,32,62,905,0,0,229,0,0,0,33,5,0,0,0,0,1507,237,177466,270,1057,4947,72,955,46,30,109,51,0,125,0,198,0,0,0,11,0,849,0,0,20,451,159,9,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,6,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1815,Guangxi,4501,Qingxiu District,Han Chinese,0.5724,Han Chinese,Zhuang,Yao,Hmong,Dong,Mulao,Manchu,Hui,Tujia,Maonan,817,1124334,,643549,1372,53,82,1826,0,0,212,0,0,0,20,1,1,0,0,0,2970,415,452708,514,2849,12292,173,1274,54,55,201,86,4,142,37,223,21,33,10,23,8,1992,10,11,0,687,121,35,0,0,1,13,3,0,0,1,232,0,0,0,0,0,0,5,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1816,Guangxi,4501,Jiangnan District,Han Chinese,0.6841,Han Chinese,Zhuang,Yao,Hmong,Mulao,Dong,Manchu,Hui,Maonan,Tujia,1161,989823,,677159,1282,32,62,1566,0,0,167,0,0,0,23,5,0,0,0,0,1996,253,290982,374,1746,9812,125,747,25,53,102,56,0,31,0,241,14,0,0,31,16,1785,7,0,0,748,112,30,0,0,0,0,0,0,0,0,151,0,11,0,0,0,0,0,,62,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1817,Guangxi,4501,Xixiangtang District,Han Chinese,0.6693,Han Chinese,Zhuang,Yao,Hmong,Dong,Mulao,Hui,Manchu,Tujia,Maonan,1090,1643819,,1100228,2559,103,240,2242,0,0,395,0,0,0,85,3,0,0,0,1,5267,670,491795,770,4715,24854,356,1721,181,100,406,17,5,294,0,483,26,35,4,35,48,3534,48,9,4,1551,378,24,0,0,0,0,14,0,11,2,427,1,0,0,0,0,0,49,,45,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1818,Guangxi,4501,Yongning District,Zhuang,0.9044,Zhuang,Han Chinese,Yao,Hmong,Bouyei,Dong,Tujia,Mulao,Hui,Sui,2616,919898,,82854,106,47,15,45,0,0,53,0,0,0,29,0,0,0,0,0,631,79,831970,239,237,2928,18,145,5,39,66,39,0,3,9,87,0,2,3,2,0,115,1,3,0,35,15,6,0,14,0,0,0,10,0,0,15,0,0,0,0,0,0,2,,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1819,Guangxi,4501,Wuming District,Zhuang,0.8770,Zhuang,Han Chinese,Yao,Hmong,Bouyei,Yi,Hui,Tujia,Tujia,Qiang,3360,683826,,81138,52,20,3,8,0,0,38,0,0,0,25,0,0,0,0,0,124,54,599686,93,39,2222,2,45,16,45,28,0,2,3,0,5,0,0,1,0,0,36,42,6,0,22,0,2,6,0,0,0,0,0,0,1,41,0,2,0,0,0,0,1,,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1820,Guangxi,4501,Long'an County,Zhuang,0.9648,Zhuang,Han Chinese,Yao,Hmong,Bouyei,Dai,Hui,Uyghurs,Vietnamese,Manchu,2297,325140,,8900,20,10,5,17,0,0,14,0,0,0,19,0,0,0,0,0,56,12,313689,30,14,2270,0,12,0,28,5,0,0,0,0,0,0,0,1,0,0,11,0,0,0,9,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1821,Guangxi,4501,Mashan County,Zhuang,0.7547,Zhuang,Han Chinese,Yao,Mulao,Bouyei,Hmong,Hmong,Maonan,Sui,Hui,2323,382430,,56017,26,14,2,10,0,0,14,0,0,0,15,0,0,0,0,0,63,6,288609,68,19,36834,0,22,4,22,7,0,0,0,0,38,63,0,3,0,0,513,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1822,Guangxi,4501,Shanglin County,Zhuang,0.7844,Zhuang,Han Chinese,Yao,Hmong,Dong,Bouyei,Maonan,Hui,Hani,Li,1865,359323,,50525,23,6,2,3,0,0,8,0,0,0,5,0,0,0,0,0,111,15,281855,40,46,26588,6,5,22,2,20,0,0,0,0,0,0,0,0,1,0,10,0,0,0,25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1823,Guangxi,4501,Binyang County,Han Chinese,0.7952,Han Chinese,Zhuang,Yao,Bouyei,Hmong,Dong,Mulao,Maonan,Yi,Hui,2293,801407,,637243,70,18,19,63,0,0,64,0,0,0,7,0,1,0,0,0,374,74,159241,377,302,2925,23,65,65,10,51,0,2,8,20,49,3,0,0,3,0,147,0,0,0,87,32,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1824,Guangxi,4501,Heng County,Han Chinese,0.6183,Han Chinese,Zhuang,Yao,Hmong,Bouyei,Dong,Yi,Manchu,Tujia,Mongols,3438,896099,,554087,19,11,26,71,0,0,60,0,0,0,5,0,0,0,0,0,561,181,339295,364,306,926,22,63,5,4,14,0,0,9,0,9,0,0,0,1,0,44,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1825,Guangxi,4502,Chengzhong District,Han Chinese,0.7771,Han Chinese,Zhuang,Hmong,Dong,Yao,Mulao,Hui,Manchu,Tujia,Maonan,78,243628,,189314,1690,16,70,1011,0,0,112,0,0,0,15,0,0,0,0,0,3847,83,37894,169,3348,2238,101,550,206,17,123,0,33,29,98,145,0,0,0,10,0,2160,0,9,0,314,0,0,0,0,0,0,7,0,0,0,15,0,0,0,0,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1826,Guangxi,4502,Yufeng District,Han Chinese,0.7166,Han Chinese,Zhuang,Yao,Dong,Hmong,Mulao,Hui,Manchu,Maonan,Tujia,460,668961,,479396,1665,21,120,773,0,0,181,0,0,0,19,0,0,0,0,0,4924,108,160177,536,6032,7669,168,659,24,41,145,0,0,73,0,305,3,22,0,85,0,4916,0,0,0,768,34,19,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,2,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1827,Guangxi,4502,Liunan District,Han Chinese,0.7578,Han Chinese,Zhuang,Yao,Hmong,Dong,Mulao,Hui,Manchu,Bouyei,Tujia,157,617925,,468233,1593,36,89,1182,0,0,202,0,0,0,71,0,0,0,0,0,4465,273,125787,1096,4378,4761,261,783,37,71,147,10,6,85,0,397,0,30,0,16,0,2960,16,6,0,690,168,0,10,0,0,0,0,0,0,0,19,1,2,0,0,0,6,6,,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH1828,Guangxi,4502,Liubei District,Han Chinese,0.6677,Han Chinese,Zhuang,Yao,Hmong,Dong,Mulao,Hui,Manchu,Maonan,Tujia,299,484765,,323673,925,25,27,682,0,0,105,0,0,0,15,0,0,0,0,0,5558,176,135700,400,5377,6011,100,463,13,13,98,14,3,58,0,202,1,0,4,19,8,4324,0,3,0,490,198,10,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,1,,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
