Data Year,ID,Country,Province,District,Largest Group,Percent of Population,oneGroup,twoGroup,threeGroup,fourGroup,fiveGroup,sixGroup,sevenGroup,eightGroup,nineGroup,tenGroup,Area,Population,ethnicity,Han Chinese,Hui,Tibetans,Koreans,Manchu,Japanese,Ainu,Mongols,Oirats,Buryats,Tuvans,Uyghurs,Kazakhs,Kyrgyz,Uzbeks,Tatars,Pamiris,Hmong,Yi,Zhuang,Bouyei,Dong,Yao,Bai,Tujia,Hani,Dai,Li,Lisu,Wa,She,Lahu,Sui,Dongxiang,Nakhi,Kachin,Tu,Daur,Mulao,Qiang,Blang,Salar,Maonan,Gelao,Sibe,Achang,Pumi,Nu,Russian,Evenk,De'ang,Bonan,Yugur,Vietnamese,Derung,Oroqen,Nanai,Monpa,Lhoba,Jino,Formosans,Portugese,Others,Naturalized Citizen,China,Taiwan,Japan,Vietnam,Cambodia,Philippines,Indonesia,Nepal,Uzbekistan,America,Thailand,Brazil,Sri Lanka,India,Peru,Bangladesh,Pakistan,Myanmar,Korea,Mongolia,United Kingdom,France,Russia,Malaysia,Canada,Australia,Germany,Turkey,Korea,Bolivia,Afghanistan,Italy,White,Other Asians,Other Europeans,Other West Asians/North Africans,Other Africans,Other Americas,Other Pacific Islanders,Stateless,Other Foreigners,religion,Largest Religion,Share of Population,Irreligious
,CH0035,Hebei,1301,Xinhua District,Han Chinese,0.9772,Han Chinese,Hui,Manchu,Mongols,Tujia,Hmong,Koreans,Zhuang,Yi,Dong,91,802057,,783740,8617,66,292,6111,0,0,1135,0,0,0,100,0,0,0,0,1,352,196,197,96,173,127,33,454,0,7,0,5,0,23,16,10,59,13,13,16,18,4,6,0,33,0,23,34,6,4,0,0,0,0,0,0,0,0,14,18,0,0,0,2,,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0036,Hebei,1301,Jingxingkuang District,Han Chinese,0.9967,Han Chinese,Manchu,Hui,Bouyei,Mongols,Hmong,Zhuang,Yi,Uyghurs,Daur,71,77015,,76764,53,1,0,116,0,0,20,0,0,0,3,0,0,0,0,0,18,5,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0037,Hebei,1301,Yuhua District,Han Chinese,0.9890,Han Chinese,Manchu,Hui,Mongols,Tujia,Hmong,Koreans,Yi,Uyghurs,Dong,109,1041205,,1029797,2586,47,250,5120,0,0,1184,0,0,0,175,0,0,0,0,0,350,203,114,90,154,44,42,716,9,23,87,0,0,73,17,0,0,3,0,7,42,0,13,0,0,0,0,6,0,0,0,9,7,0,0,0,0,0,11,0,3,0,0,0,,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0038,Hebei,1301,Gaocheng District,Han Chinese,0.9899,Han Chinese,Hui,Manchu,Mongols,Hmong,Yi,Bai,Lahu,Lisu,Bouyei,802,797215,,789195,6295,18,30,379,0,0,242,0,0,0,26,0,0,0,0,0,170,131,65,72,24,0,122,37,8,0,39,93,10,4,104,0,0,64,6,9,23,3,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0039,Hebei,1301,Luquan District,Han Chinese,0.9936,Han Chinese,Manchu,Tujia,Hmong,Mongols,Hui,Hui,Yi,Bouyei,Others,609,588279,,584499,241,17,48,860,0,0,388,0,0,0,34,8,0,0,0,0,465,209,67,185,5,17,241,501,23,101,18,16,0,0,0,20,0,17,0,4,35,2,0,0,0,6,78,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0040,Hebei,1301,Luancheng District,Han Chinese,0.9978,Han Chinese,Manchu,Mongols,Hui,Hmong,Yi,Tujia,Zhuang,Bouyei,Yao,349,413414,,412485,107,16,8,238,0,0,127,0,0,0,7,0,0,0,2,0,105,91,39,33,25,28,10,54,0,4,7,7,0,0,0,0,0,0,0,4,2,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0041,Hebei,1301,Jingxing County,Han Chinese,0.9977,Han Chinese,Hmong,Mongols,Yi,Tujia,Hui,Hui,Manchu,Bouyei,Others,1380,250989,,250412,30,6,7,29,0,0,64,0,0,0,1,0,0,0,0,0,225,50,30,23,17,3,5,32,12,7,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0042,Hebei,1301,Zhengding County,Han Chinese,0.9932,Han Chinese,Hui,Manchu,Mongols,Bai,Hmong,Yi,Zhuang,Dong,Tujia,480,549321,,545572,2099,14,42,463,0,0,271,0,0,0,20,0,0,0,0,0,136,112,75,45,69,2,151,55,7,6,11,32,5,0,0,4,25,37,11,1,11,1,22,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,0,0,0,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0043,Hebei,1301,Xingtang County,Han Chinese,0.9947,Han Chinese,Yi,Lisu,Hmong,Mongols,Bouyei,Zhuang,Tujia,Manchu,Others,962,376627,,374629,31,29,11,78,0,0,166,0,0,0,18,0,0,0,0,0,261,480,130,132,28,28,6,94,48,16,41,286,24,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,2,2,0,0,0,0,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0044,Hebei,1301,Lingshou County,Han Chinese,0.9976,Han Chinese,Hmong,Mongols,Yi,Tujia,Lisu,Zhuang,Hui,Uyghurs,Uyghurs,1059,309121,,308367,28,14,8,23,0,0,115,0,0,0,24,0,0,0,0,0,176,101,38,24,10,18,20,67,0,10,12,40,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0045,Hebei,1301,Gaoyi County,Han Chinese,0.9993,Han Chinese,Hui,Hmong,Tujia,Manchu,Manchu,Yi,Koreans,Koreans,Uyghurs,226,178368,,178236,24,2,8,10,0,0,8,0,0,0,5,0,0,0,0,0,20,9,10,5,3,5,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0046,Hebei,1301,Shenze County,Han Chinese,0.9970,Han Chinese,Mongols,Yi,Manchu,Hmong,Tujia,Hui,Bouyei,Zhuang,Dong,296,215806,,215154,49,10,22,88,0,0,125,0,0,0,19,0,0,0,0,0,70,89,31,42,28,0,3,61,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0047,Hebei,1301,Zanhuang County,Han Chinese,0.9992,Han Chinese,Mongols,Hui,Yi,Hmong,Zhuang,Koreans,Tibetans,Manchu,Bouyei,845,242549,,242360,32,9,10,8,0,0,46,0,0,0,4,0,0,0,0,0,27,31,12,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0048,Hebei,1301,Wuji County,Han Chinese,0.9757,Han Chinese,Hui,Mongols,Lisu,Hmong,Zhuang,Manchu,Yi,Bai,Uyghurs,498,451377,,440398,9910,26,31,76,0,0,249,0,0,0,41,5,0,0,0,1,103,58,87,41,30,19,45,18,0,0,23,158,0,3,26,4,0,14,0,3,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0049,Hebei,1301,Pingshan County,Han Chinese,0.9976,Han Chinese,Hmong,Mongols,Yi,Zhuang,Bai,Bouyei,Lisu,Manchu,Dong,2645,423333,,422304,28,17,17,41,0,0,223,0,0,0,20,0,0,0,0,0,278,98,49,47,37,4,48,29,0,0,6,43,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0050,Hebei,1301,Yuanshi County,Han Chinese,0.9986,Han Chinese,Hmong,Mongols,Zhuang,Manchu,Yi,Hui,Lisu,Bouyei,Tujia,675,392710,,392143,40,8,9,43,0,0,82,0,0,0,11,0,0,0,0,0,129,42,59,28,3,9,12,19,8,10,0,37,5,0,0,0,0,2,0,1,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0051,Hebei,1301,Zhao County,Han Chinese,0.9990,Han Chinese,Mongols,Yi,Hmong,Salar,Hani,Manchu,Hui,Zhuang,Koreans,680,505366,,504846,29,10,27,33,0,0,124,0,0,0,12,0,0,0,0,0,48,54,28,15,12,13,0,13,39,0,0,0,0,0,0,0,0,0,5,2,0,0,2,0,40,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0052,Hebei,1301,Xinji City,Han Chinese,0.9978,Han Chinese,Hui,Mongols,Manchu,Hmong,Yi,Bouyei,Uyghurs,Koreans,Koreans,941,594628,,593332,608,15,26,169,0,0,189,0,0,0,30,0,0,4,0,0,47,37,26,34,16,0,6,20,4,0,12,0,5,0,20,9,0,1,0,0,4,2,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0053,Hebei,1301,Jinzhou City,Han Chinese,0.9986,Han Chinese,Mongols,Manchu,Hmong,Yi,Hui,Bouyei,Koreans,Uyghurs,Uyghurs,611,507959,,507246,68,13,28,93,0,0,242,0,0,0,19,0,0,0,0,0,87,86,16,34,19,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0054,Hebei,1301,Xinle City,Han Chinese,0.9856,Han Chinese,Hui,Manchu,Mongols,Hmong,Zhuang,Yi,Dong,Tujia,Lisu,525,478529,,471637,5565,26,41,259,0,0,245,0,0,0,14,0,0,0,0,0,136,110,113,27,71,22,42,64,4,18,7,61,11,0,0,0,0,5,0,0,0,2,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,7,0,,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0055,Hebei,1302,Lunan District,Han Chinese,0.9811,Han Chinese,Manchu,Hui,Mongols,Tujia,Zhuang,Koreans,Hmong,Li,Yao,114,430312,,422190,1827,10,137,4903,0,0,410,0,0,0,34,0,0,0,0,1,109,35,159,11,38,48,0,227,0,9,56,0,0,9,0,0,0,0,0,1,13,0,0,0,0,0,41,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0056,Hebei,1302,Lubei District,Han Chinese,0.9772,Han Chinese,Manchu,Hui,Mongols,Koreans,Hmong,Tujia,Zhuang,Yi,Yao,107,954590,,932873,5631,50,434,13199,0,0,1138,0,0,0,52,0,0,0,0,0,238,94,161,64,49,81,35,166,20,5,31,0,0,23,35,0,0,4,0,12,30,3,18,0,0,0,0,72,0,0,0,7,5,0,0,3,0,0,0,0,2,0,0,6,,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0057,Hebei,1302,Guye District,Han Chinese,0.9845,Han Chinese,Hui,Manchu,Tujia,Mongols,Koreans,Hmong,Yi,Tibetans,Zhuang,257,317932,,313011,2447,26,66,1529,0,0,302,0,0,0,5,0,0,0,0,0,60,44,25,16,13,0,0,348,0,0,0,0,8,3,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0058,Hebei,1302,Kaiping District,Han Chinese,0.9610,Han Chinese,Hui,Manchu,Dong,Hmong,Koreans,Mongols,Tujia,Zhuang,Yi,268,279432,,268545,4818,13,410,3356,0,0,305,0,0,0,37,0,0,0,0,0,466,56,58,9,970,5,0,257,8,17,0,0,10,0,15,14,28,1,0,0,0,0,0,0,0,0,22,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0059,Hebei,1302,Fengnan District,Han Chinese,0.9598,Han Chinese,Manchu,Zhuang,Mongols,Hui,Hmong,Bouyei,Wa,Yao,Tujia,1335,552532,,530299,485,20,85,16820,0,0,747,0,0,0,6,0,8,0,0,0,458,77,2130,453,52,153,30,146,4,20,49,0,208,0,28,18,0,0,11,3,12,48,0,16,44,38,10,8,0,0,0,1,6,0,0,0,0,0,10,0,0,0,0,0,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0060,Hebei,1302,Fengrun District,Han Chinese,0.9688,Han Chinese,Manchu,Zhuang,Mongols,Hui,Hmong,Yi,Dong,Yao,Bouyei,1290,800740,,775755,1027,35,216,16475,0,0,1834,0,0,0,27,0,0,0,0,0,620,428,2234,352,386,371,56,286,21,6,44,6,23,0,6,49,24,4,5,1,43,33,5,0,0,35,67,42,0,0,0,5,81,0,0,0,9,0,0,4,0,0,0,2,,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0061,Hebei,1302,Caofeidian District,Han Chinese,0.9873,Han Chinese,Manchu,Hui,Mongols,Zhuang,Bouyei,Koreans,Hmong,Tujia,Yi,1430,352069,,347602,320,14,91,3349,0,0,280,0,0,0,0,0,0,0,0,0,44,23,168,104,17,6,0,36,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0062,Hebei,1302,Luannan County,Han Chinese,0.9687,Han Chinese,Manchu,Bouyei,Zhuang,Hmong,Mongols,Yi,Koreans,Tujia,Dong,1181,508538,,492600,32,25,49,13325,0,0,350,0,0,0,14,0,0,0,0,0,354,89,500,1003,46,16,0,48,0,6,0,0,13,6,6,4,0,0,0,4,21,20,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0063,Hebei,1302,Leting County,Han Chinese,0.9828,Han Chinese,Manchu,Hui,Mongols,Zhuang,Hmong,Koreans,Yao,Yi,Wa,1436,487416,,479013,340,15,73,7026,0,0,300,0,0,0,10,0,0,0,0,0,90,32,247,11,13,65,6,18,0,10,12,0,24,0,14,18,0,0,0,8,4,17,13,0,0,4,10,2,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0064,Hebei,1302,Qianxi County,Han Chinese,0.9678,Han Chinese,Manchu,Bouyei,Mongols,Hmong,Zhuang,Hui,Yi,Dong,Yao,1435,365615,,353853,148,9,27,9942,0,0,317,0,0,0,13,0,0,0,0,0,250,82,232,414,80,75,3,39,0,24,13,0,0,21,0,19,0,0,0,0,16,5,0,0,0,0,22,1,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0065,Hebei,1302,Yutian County,Han Chinese,0.9424,Han Chinese,Manchu,Zhuang,Mongols,Hui,Dong,Hmong,Yao,Tujia,Koreans,1143,664906,,626618,1324,101,173,29830,0,0,2320,0,0,0,24,0,0,0,0,0,317,168,2718,77,383,272,21,239,20,7,37,2,5,0,0,37,0,8,0,5,10,44,3,0,0,43,64,14,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0066,Hebei,1302,Zunhua City,Han Chinese,0.8574,Han Chinese,Manchu,Hui,Mongols,Zhuang,Dong,Hmong,Koreans,Yao,Bouyei,1515,707047,,606223,1853,23,283,93645,0,0,1552,0,0,0,25,0,3,0,0,0,452,114,1408,202,601,235,6,115,12,0,19,0,0,7,0,101,0,0,0,0,34,68,0,0,0,17,0,4,0,0,0,5,3,17,0,5,0,0,5,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0067,Hebei,1302,Qian'an City,Han Chinese,0.9691,Han Chinese,Manchu,Hui,Bouyei,Mongols,Hmong,Dongxiang,Zhuang,Yi,Koreans,1235,776752,,752777,5053,30,106,14902,0,0,774,0,0,0,21,0,0,0,0,0,679,275,276,1168,56,53,18,43,0,0,15,0,0,4,17,6,327,0,14,2,27,41,0,0,0,0,0,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0068,Hebei,1302,Luan City,Han Chinese,0.9782,Han Chinese,Manchu,Bouyei,Hui,Hmong,Mongols,Zhuang,Yi,Dongxiang,Dong,1011,520102,,508763,641,16,18,8015,0,0,423,0,0,0,7,0,0,0,0,0,581,111,372,704,97,31,0,36,0,0,36,4,5,0,0,9,103,0,0,0,17,5,0,0,0,0,31,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0069,Hebei,1303,Haigang District,Han Chinese,0.9278,Han Chinese,Manchu,Hui,Koreans,Mongols,Hmong,Daur,Tujia,Sibe,Zhuang,729,1165178,,1081023,6368,26,4197,65885,0,0,3854,0,0,0,59,22,20,0,0,2,783,146,216,43,193,45,94,433,23,19,121,4,0,107,0,116,0,0,11,8,724,19,26,0,29,0,62,300,0,0,0,31,51,0,0,3,0,0,48,16,0,0,0,13,,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0070,Hebei,1303,Shanhaiguan District,Han Chinese,0.9110,Han Chinese,Manchu,Hui,Mongols,Hmong,Koreans,Dongxiang,Sibe,Zhuang,Gelao,200,220000,,200411,4236,4,214,13903,0,0,597,0,0,0,13,0,0,0,0,0,252,20,38,8,0,13,4,26,11,0,0,3,14,14,0,0,74,0,0,3,27,0,7,0,20,6,29,41,0,0,0,2,8,0,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0071,Hebei,1303,Beidaihe District,Han Chinese,0.9595,Han Chinese,Manchu,Mongols,Koreans,Hui,Hmong,Tujia,Dong,Li,Yi,162,130104,,124831,170,7,243,4212,0,0,330,0,0,0,0,0,0,0,0,0,91,26,10,14,45,0,0,62,0,0,43,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0072,Hebei,1303,Funing District,Han Chinese,0.9824,Han Chinese,Manchu,Koreans,Mongols,Lisu,Hui,Bouyei,Zhuang,Dongxiang,Hmong,1034,365943,,359503,56,4,478,5257,0,0,206,0,0,0,6,0,0,0,0,0,38,32,47,49,33,3,13,14,3,0,0,78,0,0,0,33,39,0,0,0,6,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0073,Hebei,1303,Qinglong Man Autonomous County,Manchu,0.7771,Manchu,Han Chinese,Lisu,Hmong,Koreans,Mongols,Zhuang,Nu,Yi,Hui,3522,431138,,93620,37,2,328,335036,0,0,239,0,0,0,0,5,0,0,0,0,496,55,89,35,18,6,29,8,0,0,15,1032,0,0,0,0,0,0,0,0,0,5,4,0,12,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0074,Hebei,1303,Changli County,Han Chinese,0.9846,Han Chinese,Manchu,Hui,Zhuang,Mongols,Yao,Koreans,Yi,Hmong,Dong,1227,487989,,480460,749,11,98,5187,0,0,447,0,0,0,7,0,0,0,0,0,57,76,562,17,38,161,0,17,3,0,5,0,0,0,0,20,0,0,0,2,21,21,0,0,0,15,0,12,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0075,Hebei,1303,Lulong County,Han Chinese,0.9830,Han Chinese,Manchu,Zhuang,Mongols,Yao,Hui,Hmong,Koreans,Bouyei,Yi,952,333942,,328281,163,3,56,4044,0,0,187,0,0,0,3,0,0,0,0,0,57,44,622,49,11,185,20,41,0,0,0,4,0,6,0,15,0,0,0,0,5,37,0,7,0,14,26,7,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,,8,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0076,Hebei,1304,Hanshan District,Han Chinese,0.9784,Han Chinese,Hui,Manchu,Mongols,Tujia,Hmong,Zhuang,Koreans,Daur,Bai,430,837419,,819366,13737,8,96,2643,0,0,587,0,0,0,42,33,15,0,0,1,136,35,111,40,38,27,44,250,0,19,36,0,0,40,0,0,0,3,0,0,64,0,0,0,0,0,0,14,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0077,Hebei,1304,Congtai District,Han Chinese,0.9911,Han Chinese,Hui,Manchu,Mongols,Hmong,Tujia,Bouyei,Yi,Koreans,Zhuang,397,866611,,858868,4618,30,120,1284,0,0,467,0,0,0,34,0,0,0,0,0,335,125,100,149,69,3,30,223,10,12,23,0,0,17,0,0,0,3,0,1,0,0,13,0,0,0,26,46,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
